symbol,signal_date,score,reasons,entry_price,rsi,stop_loss,target,outcome,exit_price,exit_date,days_held,return_pct,pointer_uptrend_sma50,pointer_rsi_momentum,pointer_macd_crossover,pointer_volume_spike,pointer_breakout_proximity,pointer_adx_strong_trend,pointer_sma_cross,pointer_pullback_sma50,pointer_ols_breakout,pointer_strong_rsi,pointer_sma100_support,pointer_volume_contraction,pointer_weekly_trend_up,pointer_outperforming_index
LT.NS,2026-05-25,7,Uptrend (above rising SMA50); RSI in healthy zone; MACD bullish crossover; Near 20-day high; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,4033.4,59.7,3818.32,4356.02,timeout,4169.7998046875,2026-06-15,15,3.38,True,True,True,False,True,False,False,False,False,False,False,True,True,True
MOTHERSON.NS,2026-05-25,7,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; ADX greater than 25; Recent SMA50/SMA100 bullish crossover; Weekly trend aligned (above Weekly EMA20); Outperforming index,135.91,63.5,126.76,149.64,target_hit,149.64,2026-05-29,4,10.1,True,True,False,False,True,True,True,False,False,False,False,False,True,True
MUTHOOTFIN.NS,2026-05-25,3,RSI in healthy zone; Open-Low Same (conviction buy); Volume contracting (low selling pressure),3354.4,46.7,3149.27,3662.09,stop_loss_hit,3149.27,2026-06-03,7,-6.12,False,True,False,False,False,False,False,False,True,False,False,True,False,False
NESTLEIND.NS,2026-05-25,5,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),1413.6,51.5,1354.0,1503.0,timeout,1374.699951171875,2026-06-15,15,-2.75,True,True,False,False,False,True,False,False,False,False,False,True,True,False
NSEI,2026-05-25,4,RSI in healthy zone; MACD bullish crossover; Open-Low Same (conviction buy); Volume contracting (low selling pressure),24031.7,54.4,23247.23,25208.4,stop_loss_hit,23247.23,2026-06-02,5,-3.26,False,True,True,False,False,False,False,False,True,False,False,True,False,False
NTPC.NS,2026-05-25,3,Uptrend (above rising SMA50); RSI in healthy zone; Weekly trend aligned (above Weekly EMA20),390.05,47.7,373.69,414.59,stop_loss_hit,373.69,2026-06-02,6,-4.19,True,True,False,False,False,False,False,False,False,False,False,False,True,False
ONGC.NS,2026-05-25,3,Uptrend (above rising SMA50); Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),284.95,44.3,271.11,305.71,stop_loss_hit,271.11,2026-05-29,4,-4.86,True,False,False,False,False,False,False,False,False,False,False,True,True,False
PFC.NS,2026-05-25,4,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),438.9,48.1,413.91,476.38,stop_loss_hit,413.91,2026-06-02,6,-5.69,True,True,False,False,False,False,False,False,False,False,False,True,True,False
PIDILITIND.NS,2026-05-25,6,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,1477.2,61.5,1408.24,1580.64,target_hit,1580.64,2026-06-15,15,7.0,True,True,False,False,True,False,False,False,False,False,False,True,True,True
PNB.NS,2026-05-25,5,RSI in healthy zone; MACD bullish crossover; ADX greater than 25; Open-Low Same (conviction buy); Volume contracting (low selling pressure),103.26,49.6,96.53,113.35,timeout,107.95999908447266,2026-06-15,15,4.55,False,True,True,False,False,True,False,False,True,False,False,True,False,False
RECLTD.NS,2026-05-25,3,RSI in healthy zone; Open-Low Same (conviction buy); Volume contracting (low selling pressure),342.2,45.1,324.47,368.8,stop_loss_hit,324.47,2026-06-02,6,-5.18,False,True,False,False,False,False,False,False,True,False,False,True,False,False
SBILIFE.NS,2026-05-25,4,RSI in healthy zone; Near 20-day high; Open-Low Same (conviction buy); Volume contracting (low selling pressure),1901.9,57.2,1824.5,2018.0,stop_loss_hit,1824.5,2026-05-29,4,-4.07,False,True,False,False,True,False,False,False,True,False,False,True,False,False
SHREECEM.NS,2026-05-25,5,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; Volume contracting (low selling pressure); Outperforming index,25355.0,58.1,24226.92,27047.12,stop_loss_hit,24226.92,2026-06-05,9,-4.45,True,True,False,False,True,False,False,False,False,False,False,True,False,True
SHRIRAMFIN.NS,2026-05-25,4,RSI in healthy zone; Open-Low Same (conviction buy); Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),961.95,50.7,900.63,1053.93,stop_loss_hit,900.63,2026-06-02,6,-6.37,False,True,False,False,False,False,False,False,True,False,False,True,True,False
SIEMENS.NS,2026-05-25,3,Uptrend (above rising SMA50); RSI in healthy zone; Weekly trend aligned (above Weekly EMA20),3667.5,51.4,3401.07,4067.14,timeout,3601.800048828125,2026-06-15,15,-1.79,True,True,False,False,False,False,False,False,False,False,False,False,True,False
SOLARINDS.NS,2026-05-25,7,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25; Strong RSI momentum; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,18377.0,76.0,17320.17,19962.25,stop_loss_hit,17320.17,2026-06-11,13,-5.75,True,False,False,False,True,True,False,False,False,True,False,True,True,True
SUNPHARMA.NS,2026-05-25,5,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),1840.6,53.8,1759.4,1962.4,stop_loss_hit,1759.4,2026-06-03,7,-4.41,True,True,False,False,False,True,False,False,False,False,False,True,True,False
TATACONSUM.NS,2026-05-25,5,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),1187.2,54.8,1130.64,1272.04,stop_loss_hit,1130.64,2026-06-02,6,-4.76,True,True,False,False,False,True,False,False,False,False,False,True,True,False
TATAPOWER.NS,2026-05-25,3,RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),413.55,46.1,392.88,444.55,stop_loss_hit,392.88,2026-06-11,13,-5.0,False,True,False,False,False,False,False,False,False,False,False,True,True,False
TATASTEEL.NS,2026-05-25,4,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),205.97,49.4,196.46,220.24,stop_loss_hit,196.46,2026-06-09,11,-4.62,True,True,False,False,False,False,False,False,False,False,False,True,True,False
TCS.NS,2026-05-25,3,MACD bullish crossover; ADX greater than 25; Volume contracting (low selling pressure),2308.2,42.9,2178.49,2502.76,stop_loss_hit,2178.49,2026-06-08,10,-5.62,False,False,True,False,False,True,False,False,False,False,False,True,False,False
TECHM.NS,2026-05-25,4,Uptrend (above rising SMA50); RSI in healthy zone; MACD bullish crossover; Volume contracting (low selling pressure),1435.5,50.8,1332.04,1590.69,timeout,1425.5999755859375,2026-06-15,15,-0.69,True,True,True,False,False,False,False,False,False,False,False,True,False,False
TMCV.NS,2026-05-25,3,RSI in healthy zone; ADX greater than 25; Open-Low Same (conviction buy),391.23,45.8,360.13,437.89,stop_loss_hit,360.13,2026-06-03,7,-7.95,False,True,False,False,False,True,False,False,True,False,False,False,False,False
TMPV.NS,2026-05-25,6,Uptrend (above rising SMA50); Near 20-day high; Open-Low Same (conviction buy); Strong RSI momentum; Volume contracting (low selling pressure); Outperforming index,370.18,65.4,350.46,399.76,target_hit,399.76,2026-05-27,2,7.99,True,False,False,False,True,False,False,False,True,True,False,True,False,True
TORNTPHARM.NS,2026-05-25,7,Uptrend (above rising SMA50); Volume spike (>1.5x avg); Near 20-day high; ADX greater than 25; Strong RSI momentum; Weekly trend aligned (above Weekly EMA20); Outperforming index,4563.53,66.7,4333.84,4908.07,stop_loss_hit,4333.84,2026-06-01,5,-5.03,True,False,False,True,True,True,False,False,False,True,False,False,True,True
TRENT.NS,2026-05-25,5,Uptrend (above rising SMA50); RSI in healthy zone; MACD bullish crossover; Near 20-day high; Outperforming index,2862.44,61.0,2670.79,3149.91,timeout,2901.10009765625,2026-06-15,15,1.35,True,True,True,False,True,False,False,False,False,False,False,False,False,True
UNIONBANK.NS,2026-05-25,4,RSI in healthy zone; MACD bullish crossover; Open-Low Same (conviction buy); Volume contracting (low selling pressure),168.87,51.9,156.57,187.32,timeout,171.3000030517578,2026-06-15,15,1.44,False,True,True,False,False,False,False,False,True,False,False,True,False,False
VBL.NS,2026-05-25,5,Uptrend (above rising SMA50); MACD bullish crossover; Strong RSI momentum; Weekly trend aligned (above Weekly EMA20); Outperforming index,530.7,66.2,494.16,585.51,timeout,541.0,2026-06-15,15,1.94,True,False,True,False,False,False,False,False,False,True,False,False,True,True
ABB.NS,2026-05-26,5,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,6804.0,53.4,6386.95,7429.58,timeout,7021.0,2026-06-16,15,3.19,True,True,False,False,False,False,False,False,False,False,False,True,True,True
ADANIENSOL.NS,2026-05-26,8,Uptrend (above rising SMA50); Volume spike (>1.5x avg); Near 20-day high; Momentum Breakout (VCP + volume spike); Strong RSI momentum; Weekly trend aligned (above Weekly EMA20); Outperforming index,1463.3,70.9,1335.93,1654.36,timeout,1491.0999755859375,2026-06-16,15,1.9,True,False,False,True,True,False,False,False,False,True,False,False,True,True
ADANIENT.NS,2026-05-26,8,Uptrend (above rising SMA50); Volume spike (>1.5x avg); Near 20-day high; ADX greater than 25; Momentum Breakout (VCP + volume spike); Weekly trend aligned (above Weekly EMA20); Outperforming index,2967.97,81.1,2782.85,3245.66,timeout,2943.60009765625,2026-06-16,15,-0.82,True,False,False,True,True,True,False,False,False,False,False,False,True,True
ADANIGREEN.NS,2026-05-26,7,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25; Strong RSI momentum; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,1457.4,72.9,1348.31,1621.04,timeout,1482.5,2026-06-16,15,1.72,True,False,False,False,True,True,False,False,False,True,False,True,True,True
ADANIPORTS.NS,2026-05-26,7,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25; Strong RSI momentum; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,1803.6,68.1,1717.1,1933.35,timeout,1822.0,2026-06-16,15,1.02,True,False,False,False,True,True,False,False,False,True,False,True,True,True
ADANIPOWER.NS,2026-05-26,7,Uptrend (above rising SMA50); Volume spike (>1.5x avg); Near 20-day high; ADX greater than 25; Strong RSI momentum; Weekly trend aligned (above Weekly EMA20); Outperforming index,244.53,74.7,227.07,270.72,stop_loss_hit,227.07,2026-06-08,9,-7.14,True,False,False,True,True,True,False,False,False,True,False,False,True,True
AMBUJACEM.NS,2026-05-26,3,RSI in healthy zone; MACD bullish crossover; Volume contracting (low selling pressure),447.49,55.0,416.95,493.29,stop_loss_hit,416.95,2026-06-05,8,-6.82,False,True,True,False,False,False,False,False,False,False,False,True,False,False
APOLLOHOSP.NS,2026-05-26,6,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,8258.5,64.0,7928.41,8753.64,stop_loss_hit,7928.41,2026-06-02,5,-4.0,True,True,False,False,False,True,False,False,False,False,False,True,True,True
ASIANPAINT.NS,2026-05-26,7,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25; Strong RSI momentum; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,2647.0,65.2,2528.59,2824.61,target_hit,2824.61,2026-06-15,14,6.71,True,False,False,False,True,True,False,False,False,True,False,True,True,True
AXISBANK.NS,2026-05-26,7,RSI in healthy zone; MACD bullish crossover; Near 20-day high; Pullback to SMA100 support; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,1299.3,55.4,1227.86,1406.46,timeout,1365.699951171875,2026-06-16,15,5.11,False,True,True,False,True,False,False,False,False,False,True,True,True,True
BAJAJ-AUTO.NS,2026-05-26,5,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25; Weekly trend aligned (above Weekly EMA20); Outperforming index,10445.99,61.2,9937.37,11208.92,stop_loss_hit,9937.37,2026-06-12,13,-4.87,True,True,False,False,False,True,False,False,False,False,False,False,True,True
BAJAJFINSV.NS,2026-05-26,4,RSI in healthy zone; MACD bullish crossover; Volume contracting (low selling pressure); Outperforming index,1800.7,54.5,1703.53,1946.45,stop_loss_hit,1703.53,2026-06-05,8,-5.4,False,True,True,False,False,False,False,False,False,False,False,True,False,True
BAJAJHLDNG.NS,2026-05-26,6,Uptrend (above rising SMA50); RSI in healthy zone; MACD bullish crossover; Near 20-day high; Volume contracting (low selling pressure); Outperforming index,10705.0,61.9,9940.66,11851.51,stop_loss_hit,9940.66,2026-06-08,9,-7.14,True,True,True,False,True,False,False,False,False,False,False,True,False,True
BHARTIARTL.NS,2026-05-26,3,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure),1846.9,48.1,1767.24,1966.39,timeout,1853.0,2026-06-16,15,0.33,True,True,False,False,False,False,False,False,False,False,False,True,False,False
BPCL.NS,2026-05-26,3,RSI in healthy zone; MACD bullish crossover; Volume contracting (low selling pressure),304.6,53.4,281.23,339.66,stop_loss_hit,281.23,2026-06-11,12,-7.67,False,True,True,False,False,False,False,False,False,False,False,True,False,False
CGPOWER.NS,2026-05-26,7,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25; Strong RSI momentum; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,879.15,65.5,827.81,956.16,timeout,940.7000122070312,2026-06-16,15,7.0,True,False,False,False,True,True,False,False,False,True,False,True,True,True
CIPLA.NS,2026-05-26,6,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,1404.33,64.8,1345.4,1492.71,stop_loss_hit,1345.4,2026-06-04,7,-4.2,True,True,False,False,False,True,False,False,False,False,False,True,True,True
COALINDIA.NS,2026-05-26,4,Uptrend (above rising SMA50); RSI in healthy zone; Volume spike (>1.5x avg); Weekly trend aligned (above Weekly EMA20),458.15,49.3,435.13,492.68,stop_loss_hit,435.13,2026-05-27,1,-5.02,True,True,False,True,False,False,False,False,False,False,False,False,True,False
CUMMINSIND.NS,2026-05-26,7,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; Open-Low Same (conviction buy); Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,5418.5,60.7,5166.01,5797.23,target_hit,5797.23,2026-05-27,1,6.99,True,True,False,False,True,False,False,False,True,False,False,True,True,True
DIVISLAB.NS,2026-05-26,5,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25; Weekly trend aligned (above Weekly EMA20); Outperforming index,6753.0,57.1,6446.85,7212.22,timeout,6712.5,2026-06-16,15,-0.6,True,True,False,False,False,True,False,False,False,False,False,False,True,True
DLF.NS,2026-05-26,3,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure),589.8,52.2,557.59,638.11,stop_loss_hit,557.59,2026-06-08,9,-5.46,True,True,False,False,False,False,False,False,False,False,False,True,False,False
DMART.NS,2026-05-26,3,ADX greater than 25; Pullback to SMA100 support; Volume contracting (low selling pressure),4103.6,33.4,3910.97,4392.55,timeout,4201.2998046875,2026-06-16,15,2.38,False,False,False,False,False,True,False,False,False,False,True,True,False,False
DRREDDY.NS,2026-05-26,3,Uptrend (above rising SMA50); RSI in healthy zone; Weekly trend aligned (above Weekly EMA20),1327.9,56.5,1262.94,1425.34,stop_loss_hit,1262.94,2026-06-03,6,-4.89,True,True,False,False,False,False,False,False,False,False,False,False,True,False
EICHERMOT.NS,2026-05-26,5,RSI in healthy zone; MACD bullish crossover; Near 20-day high; Weekly trend aligned (above Weekly EMA20); Outperforming index,7376.0,60.1,6909.63,8075.56,timeout,7560.5,2026-06-16,15,2.5,False,True,True,False,True,False,False,False,False,False,False,False,True,True
ENRIN.NS,2026-05-26,6,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,3462.6,63.2,3189.6,3872.1,target_hit,3872.1,2026-05-29,3,11.83,True,True,False,False,False,True,False,False,False,False,False,True,True,True
ETERNAL.NS,2026-05-26,5,Uptrend (above rising SMA50); RSI in healthy zone; MACD bullish crossover; Volume contracting (low selling pressure); Outperforming index,250.17,53.5,231.11,278.76,timeout,253.60000610351562,2026-06-16,15,1.37,True,True,True,False,False,False,False,False,False,False,False,True,False,True
GAIL.NS,2026-05-26,7,Uptrend (above rising SMA50); RSI in healthy zone; MACD bullish crossover; Volume spike (>1.5x avg); Near 20-day high; Weekly trend aligned (above Weekly EMA20); Outperforming index,167.63,61.3,155.74,185.47,timeout,176.08999633789062,2026-06-16,15,5.05,True,True,True,True,True,False,False,False,False,False,False,False,True,True
GRASIM.NS,2026-05-26,7,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25; Strong RSI momentum; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,3165.0,77.2,3023.68,3376.98,timeout,3140.300048828125,2026-06-16,15,-0.78,True,False,False,False,True,True,False,False,False,True,False,True,True,True
HAL.NS,2026-05-26,4,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),4427.7,52.5,4188.22,4786.92,stop_loss_hit,4188.22,2026-06-02,5,-5.41,True,True,False,False,False,False,False,False,False,False,False,True,True,False
HDFCAMC.NS,2026-05-26,5,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,2681.16,54.0,2528.66,2909.9,stop_loss_hit,2528.66,2026-06-02,5,-5.69,True,True,False,False,False,False,False,False,False,False,False,True,True,True
HINDALCO.NS,2026-05-26,7,Uptrend (above rising SMA50); RSI in healthy zone; MACD bullish crossover; Near 20-day high; ADX greater than 25; Weekly trend aligned (above Weekly EMA20); Outperforming index,1103.8,62.3,1031.91,1211.64,stop_loss_hit,1031.91,2026-06-11,12,-6.51,True,True,True,False,True,True,False,False,False,False,False,False,True,True
HINDZINC.NS,2026-05-26,5,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,647.4,62.6,610.93,702.11,stop_loss_hit,610.93,2026-06-03,6,-5.63,True,True,False,False,False,False,False,False,False,False,False,True,True,True
ICICIBANK.NS,2026-05-26,4,RSI in healthy zone; MACD bullish crossover; Near 20-day high; Volume contracting (low selling pressure),1279.1,52.0,1217.83,1371.0,stop_loss_hit,1217.83,2026-06-03,6,-4.79,False,True,True,False,True,False,False,False,False,False,False,True,False,False
INDHOTEL.NS,2026-05-26,4,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Outperforming index,657.15,53.2,622.81,708.66,timeout,694.4000244140625,2026-06-16,15,5.67,True,True,False,False,False,False,False,False,False,False,False,True,False,True
INDIGO.NS,2026-05-26,4,Uptrend (above rising SMA50); RSI in healthy zone; MACD bullish crossover; Outperforming index,4480.8,54.8,4157.38,4965.93,timeout,4840.0,2026-06-16,15,8.02,True,True,True,False,False,False,False,False,False,False,False,False,False,True
JINDALSTEL.NS,2026-05-26,4,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),1222.9,48.9,1158.9,1318.9,stop_loss_hit,1158.9,2026-06-08,9,-5.23,True,True,False,False,False,False,False,False,False,False,False,True,True,False
JIOFIN.NS,2026-05-26,4,Uptrend (above rising SMA50); RSI in healthy zone; MACD bullish crossover; Volume contracting (low selling pressure),240.67,50.7,225.96,262.73,timeout,241.9499969482422,2026-06-16,15,0.53,True,True,True,False,False,False,False,False,False,False,False,True,False,False
JSWSTEEL.NS,2026-05-26,6,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,1293.6,59.6,1242.49,1370.26,timeout,1274.300048828125,2026-06-16,15,-1.49,True,True,False,False,True,False,False,False,False,False,False,True,True,True
KOTAKBANK.NS,2026-05-26,3,RSI in healthy zone; Volume contracting (low selling pressure); Outperforming index,388.65,55.9,369.91,416.76,timeout,407.8500061035156,2026-06-16,15,4.94,False,True,False,False,False,False,False,False,False,False,False,True,False,True
LODHA.NS,2026-05-26,3,RSI in healthy zone; Volume contracting (low selling pressure); Outperforming index,903.7,54.4,842.08,996.13,timeout,937.9500122070312,2026-06-16,15,3.79,False,True,False,False,False,False,False,False,False,False,False,True,False,True
LT.NS,2026-05-26,7,Uptrend (above rising SMA50); RSI in healthy zone; MACD bullish crossover; Near 20-day high; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,4037.8,60.0,3831.17,4347.75,timeout,4186.39990234375,2026-06-16,15,3.68,True,True,True,False,True,False,False,False,False,False,False,True,True,True
MOTHERSON.NS,2026-05-26,7,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; ADX greater than 25; Recent SMA50/SMA100 bullish crossover; Weekly trend aligned (above Weekly EMA20); Outperforming index,135.82,63.3,126.92,149.17,target_hit,149.17,2026-05-29,3,9.83,True,True,False,False,True,True,True,False,False,False,False,False,True,True
NESTLEIND.NS,2026-05-26,5,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),1428.6,55.8,1370.62,1515.57,stop_loss_hit,1370.62,2026-06-02,5,-4.06,True,True,False,False,False,True,False,False,False,False,False,True,True,False
NSEI,2026-05-26,3,RSI in healthy zone; MACD bullish crossover; Volume contracting (low selling pressure),23913.7,51.5,23148.77,25061.09,stop_loss_hit,23148.77,2026-06-08,8,-3.2,False,True,True,False,False,False,False,False,False,False,False,True,False,False
NTPC.NS,2026-05-26,3,Uptrend (above rising SMA50); RSI in healthy zone; Weekly trend aligned (above Weekly EMA20),389.7,47.3,374.05,413.18,stop_loss_hit,374.05,2026-06-02,5,-4.02,True,True,False,False,False,False,False,False,False,False,False,False,True,False
ONGC.NS,2026-05-26,4,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),287.5,47.2,273.84,307.99,stop_loss_hit,273.84,2026-05-27,1,-4.75,True,True,False,False,False,False,False,False,False,False,False,True,True,False
PFC.NS,2026-05-26,3,RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),433.7,45.1,409.01,470.74,stop_loss_hit,409.01,2026-06-03,6,-5.69,False,True,False,False,False,False,False,False,False,False,False,True,True,False
PIDILITIND.NS,2026-05-26,6,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,1478.5,61.7,1412.18,1577.98,target_hit,1577.98,2026-06-15,14,6.73,True,True,False,False,True,False,False,False,False,False,False,True,True,True
PNB.NS,2026-05-26,4,RSI in healthy zone; MACD bullish crossover; ADX greater than 25; Volume contracting (low selling pressure),102.92,48.8,96.36,112.75,timeout,107.97000122070312,2026-06-16,15,4.91,False,True,True,False,False,True,False,False,False,False,False,True,False,False
POWERGRID.NS,2026-05-26,3,ADX greater than 25; Pullback to SMA100 support; Volume contracting (low selling pressure),292.55,33.1,279.53,312.08,stop_loss_hit,279.53,2026-06-02,5,-4.45,False,False,False,False,False,True,False,False,False,False,True,True,False,False
SBILIFE.NS,2026-05-26,3,RSI in healthy zone; Near 20-day high; Volume contracting (low selling pressure),1883.2,53.0,1806.93,1997.6,stop_loss_hit,1806.93,2026-06-01,4,-4.05,False,True,False,False,True,False,False,False,False,False,False,True,False,False
SHREECEM.NS,2026-05-26,5,Uptrend (above rising SMA50); RSI in healthy zone; MACD bullish crossover; Volume contracting (low selling pressure); Outperforming index,25180.0,55.2,23780.45,27279.32,stop_loss_hit,23780.45,2026-06-08,9,-5.56,True,True,True,False,False,False,False,False,False,False,False,True,False,True
SHRIRAMFIN.NS,2026-05-26,4,RSI in healthy zone; MACD bullish crossover; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),952.15,48.5,877.94,1063.47,timeout,1005.75,2026-06-16,15,5.63,False,True,True,False,False,False,False,False,False,False,False,True,True,False
SIEMENS.NS,2026-05-26,4,Uptrend (above rising SMA50); RSI in healthy zone; Volume spike (>1.5x avg); Weekly trend aligned (above Weekly EMA20),3677.2,51.9,3418.67,4064.99,timeout,3636.89990234375,2026-06-16,15,-1.1,True,True,False,True,False,False,False,False,False,False,False,False,True,False
SOLARINDS.NS,2026-05-26,7,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25; Strong RSI momentum; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20); Outperforming index,18479.0,76.6,17460.37,20006.94,stop_loss_hit,17460.37,2026-06-11,12,-5.51,True,False,False,False,True,True,False,False,False,True,False,True,True,True
SUNPHARMA.NS,2026-05-26,5,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),1840.8,53.8,1761.26,1960.11,stop_loss_hit,1761.26,2026-06-03,6,-4.32,True,True,False,False,False,True,False,False,False,False,False,True,True,False
TATACAP.NS,2026-05-26,3,RSI in healthy zone; Volume spike (>1.5x avg); Open-Low Same (conviction buy),317.0,51.7,302.17,339.25,stop_loss_hit,302.17,2026-05-29,3,-4.68,False,True,False,True,False,False,False,False,True,False,False,False,False,False
TATACONSUM.NS,2026-05-26,5,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),1187.6,54.9,1131.41,1271.88,stop_loss_hit,1131.41,2026-06-02,5,-4.73,True,True,False,False,False,True,False,False,False,False,False,True,True,False
TATAPOWER.NS,2026-05-26,4,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),420.95,51.7,399.86,452.59,stop_loss_hit,399.86,2026-06-09,10,-5.01,True,True,False,False,False,False,False,False,False,False,False,True,True,False
TATASTEEL.NS,2026-05-26,5,Uptrend (above rising SMA50); RSI in healthy zone; Open-Low Same (conviction buy); Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),206.22,49.8,197.16,219.8,stop_loss_hit,197.16,2026-06-09,10,-4.39,True,True,False,False,False,False,False,False,True,False,False,True,True,False
TECHM.NS,2026-05-26,5,Uptrend (above rising SMA50); RSI in healthy zone; MACD bullish crossover; Volume contracting (low selling pressure); Outperforming index,1458.7,54.3,1356.22,1612.42,timeout,1446.800048828125,2026-06-16,15,-0.82,True,True,True,False,False,False,False,False,False,False,False,True,False,True
TMPV.NS,2026-05-26,7,Uptrend (above rising SMA50); Volume spike (>1.5x avg); Near 20-day high; Momentum Breakout (VCP + volume spike); Strong RSI momentum; Outperforming index,382.43,70.5,361.92,413.19,timeout,390.3618469238281,2026-06-16,15,2.07,True,False,False,True,True,False,False,False,False,True,False,False,False,True
TORNTPHARM.NS,2026-05-26,6,Uptrend (above rising SMA50); RSI in healthy zone; Volume spike (>1.5x avg); ADX greater than 25; Weekly trend aligned (above Weekly EMA20); Outperforming index,4443.27,56.5,4204.01,4802.16,timeout,4466.7001953125,2026-06-16,15,0.53,True,True,False,True,False,True,False,False,False,False,False,False,True,True
TRENT.NS,2026-05-26,4,Uptrend (above rising SMA50); RSI in healthy zone; MACD bullish crossover; Outperforming index,2822.23,56.7,2634.73,3103.48,timeout,2897.800048828125,2026-06-16,15,2.68,True,True,True,False,False,False,False,False,False,False,False,False,False,True
